"";"statistic";"bandwidth";"deviance_test_data"
"135";"Deviance";3,76126330906534;3138,37266525245
"136";"Deviance";3,76126330906534;3011,72855134806
"137";"Deviance";3,76126330906534;2972,37084470811
"138";"Deviance";3,76126330906534;3069,62136728394
"139";"Deviance";3,76126330906534;3138,40726692342
"140";"Deviance";3,76126330906534;3032,07165091513
"141";"Deviance";3,924796496416;2971,49649662754
"142";"Deviance";3,924796496416;2957,12784834935
"143";"Deviance";3,924796496416;2996,83643357439
"144";"Deviance";3,924796496416;3198,01857484645
"145";"Deviance";3,924796496416;3134,96403913794
"146";"Deviance";3,924796496416;3008,40688279354
"147";"Deviance";3,924796496416;2968,8825866589
"148";"Deviance";3,924796496416;3063,94908881174
"149";"Deviance";3,924796496416;3135,09246563381
"150";"Deviance";3,924796496416;3027,65690065424
"151";"Deviance";4,08832968376667;2965,22890843122
"152";"Deviance";4,08832968376667;2954,64789731861
"153";"Deviance";4,08832968376667;2993,72940919063
"154";"Deviance";4,08832968376667;3193,40687063343
"155";"Deviance";4,08832968376667;3131,70774603289
"156";"Deviance";4,08832968376667;3005,11585817367
"157";"Deviance";4,08832968376667;2965,57581497404
"158";"Deviance";4,08832968376667;3058,35448529813
"159";"Deviance";4,08832968376667;3131,86700100987
"160";"Deviance";4,08832968376667;3023,23416021644
"161";"Deviance";4,25186287111734;2959,08451844433
"162";"Deviance";4,25186287111734;2952,21772553605
"163";"Deviance";4,25186287111734;2990,60131885931
"164";"Deviance";4,25186287111734;3188,86412798519
"165";"Deviance";4,25186287111734;3128,59102289399
"166";"Deviance";4,25186287111734;3001,88373772645
"167";"Deviance";4,25186287111734;2962,44437136493
"168";"Deviance";4,25186287111734;3052,8567004232
"169";"Deviance";4,25186287111734;3128,72620764631
"170";"Deviance";4,25186287111734;3018,83561996549
"171";"Deviance";4,415396058468;2952,99366719169
"172";"Deviance";4,415396058468;2949,8448470306
"173";"Deviance";4,415396058468;2987,47547112048
"174";"Deviance";4,415396058468;3184,43045921921
"175";"Deviance";4,415396058468;3125,62575005359
"176";"Deviance";4,415396058468;2998,72834864724
"177";"Deviance";4,415396058468;2959,4855596342
"178";"Deviance";4,415396058468;3047,48156941943
"179";"Deviance";4,415396058468;3125,69835345904
"180";"Deviance";4,415396058468;3014,4927576764
"181";"Deviance";4,57892924581867;2947,0017804012
"182";"Deviance";4,57892924581867;2947,53039227144
"183";"Deviance";4,57892924581867;2984,38288339553
"184";"Deviance";4,57892924581867;3180,11667287196
"185";"Deviance";4,57892924581867;3122,81504275929
"186";"Deviance";4,57892924581867;2995,6744300048
"187";"Deviance";4,57892924581867;2956,70562478564
"188";"Deviance";4,57892924581867;3042,26888702637
"189";"Deviance";4,57892924581867;3122,79054285848
"190";"Deviance";4,57892924581867;3010,21853554662
"191";"Deviance";4,74246243316934;2941,09210516353
"192";"Deviance";4,74246243316934;2945,29296167893
"193";"Deviance";4,74246243316934;2981,3153646626
"194";"Deviance";4,74246243316934;3175,93509268705
"195";"Deviance";4,74246243316934;3120,16186547339
"196";"Deviance";4,74246243316934;2992,72778564055
"197";"Deviance";4,74246243316934;2954,08593547323
"198";"Deviance";4,74246243316934;3037,22085040296
"199";"Deviance";4,74246243316934;3120,01010367641
"200";"Deviance";4,74246243316934;3006,03105398808
"201";"Deviance";4,90599562052;2935,30534007142
"202";"Deviance";4,90599562052;2943,11713707564
"203";"Deviance";4,90599562052;2978,29765586981
"204";"Deviance";4,90599562052;3171,91262624485
"205";"Deviance";4,90599562052;3117,66396055044
"206";"Deviance";4,90599562052;2989,92032616464
"207";"Deviance";4,90599562052;2951,62220736721
"208";"Deviance";4,90599562052;3032,34382242835
"209";"Deviance";4,90599562052;3117,36017955892
"210";"Deviance";4,90599562052;3001,91813564413
